pop,resources
301,753.9631
302,754.6811
303,755.397
305,756.111
305,757.176
304,757.8859
304,758.598
304,759.31
304,760.022
304,760.7341
304,761.4461
304,762.1581
304,763.2262
304,763.9382
304,764.6503
305,765.3623
305,766.0723
306,766.7822
306,767.4902
306,768.5522
306,769.2603
306,769.9683
306,770.6763
305,771.3843
306,772.0942
306,772.8022
306,773.5103
306,774.2183
306,774.9263
306,775.6343
306,776.3423
307,777.0503
307,777.7563
307,778.4624
308,779.1685
310,779.8724
310,780.5724
310,781.2723
310,782.3223
310,783.0222
311,783.7222
311,784.4202
311,785.4672
311,786.1652
311,786.8632
311,787.5612
313,788.2592
313,788.9531
314,789.6471
313,790.3391
313,791.0331
315,791.7271
314,792.417
315,793.455
316,794.145
316,794.8329
316,795.5209
317,796.5529
316,797.239
316,797.9269
317,798.9589
318,799.645
320,800.3289
321,801.009
323,802.0259
323,802.6999
323,803.3738
323,804.0478
323,804.7217
323,805.3957
323,806.0696
323,807.0806
323,807.7545
324,808.4285
324,809.1005
324,809.7725
324,810.4445
324,811.1165
326,811.7885
326,812.7904
326,813.4584
327,814.1263
328,814.7924
328,815.4563
328,816.1202
328,816.7842
329,817.4481
329,818.1101
329,818.7721
329,819.4341
330,820.0961
331,821.0861
331,821.7441
333,822.402
333,823.3831
335,824.0372
335,824.6872
336,825.6622
336,826.3102
336,826.9581
336,827.6061
337,828.578
338,829.224
338,829.868
339,830.5121
340,831.1541
340,831.7941
340,832.4341
340,833.0741
340,833.7141
338,834.3541
337,834.9982
338,835.6442
338,836.2882
337,836.9323
335,837.5782
337,838.2283
338,838.8743
338,839.5183
338,840.1624
339,840.8064
340,841.4484
341,842.0884
341,842.7263
341,843.6832
341,844.3212
341,844.9591
341,845.597
341,846.235
341,846.8729
343,847.5109
344,848.1449
344,849.0928
344,849.7248
344,850.3568
344,850.9887
345,851.6207
345,852.2507
345,852.8807
345,853.8257
346,854.4557
346,855.0837
347,856.0258
347,856.6518
347,857.2778
348,858.2167
347,858.8408
348,859.4667
350,860.0908
350,860.7108
352,861.3307
353,861.9467
353,862.5607
354,863.4818
355,864.0938
355,864.7038
355,865.3138
355,865.9238
355,866.5338
355,867.1437
355,868.0587
354,868.6687
355,869.2808
355,869.8907
355,870.8057
355,871.4157
355,872.0257
355,872.9407
355,873.5507
355,874.1606
355,874.7706
356,875.3806
356,875.9886
356,876.5967
358,877.2047
358,878.1107
358,878.7147
358,879.3187
358,880.2247
358,880.8287
358,881.4327
358,882.0367
358,882.6407
360,883.2448
360,883.8447
360,884.4447
361,885.3447
361,885.9427
361,886.5407
360,887.4377
360,888.0377
360,888.6377
360,889.2377
360,890.1376
361,890.7376
361,891.3356
362,892.2327
362,892.8286
363,893.4246
365,894.0186
365,894.6085
365,895.1985
365,895.7885
365,896.3784
365,896.9684
365,897.5583
365,898.1483
366,898.7383
367,899.6203
368,900.2064
368,900.7903
368,901.6663
368,902.2503
368,902.8343
368,903.4183
368,904.2943
368,904.8782
369,905.4622
369,906.3353
369,906.9173
369,907.4993
370,908.0814
370,908.6613
370,909.2413
370,909.8212
370,910.4012
370,911.2711
370,911.8511
370,912.431
370,913.301
370,913.8809
370,914.4609
371,915.0408
371,915.6188
371,916.1968
372,916.7748
372,917.3509
372,917.9269
372,918.503
372,919.079
374,919.6551
376,920.2271
377,920.7951
377,921.3611
378,921.9272
379,922.4911
379,923.0532
379,923.6152
379,924.1772
379,924.7392
379,925.3012
381,925.8632
383,926.4212
383,927.2521
383,927.8061
383,928.36
383,929.191
383,929.7449
382,930.2989
382,930.8549
382,931.689
381,932.245
381,932.803
381,933.361
381,933.9189
381,934.4769
381,935.0349
381,935.8719
379,936.4299
379,936.9919
379,937.5539
379,938.3969
379,938.9589
379,939.5209
379,940.0829
379,940.645
381,941.207
381,941.765
381,942.3229
381,943.1599
381,943.7179
383,944.2759
384,945.1068
386,945.6588
385,946.2068
385,946.7568
385,947.3069
385,947.8569
386,948.407
387,949.2289
387,949.775
387,950.321
387,950.867
388,951.413
389,951.957
390,952.499
390,953.039
390,953.8491
390,954.3891
390,954.9291
390,955.7392
390,956.2792
390,956.8193
390,957.3593
391,958.1694
392,958.7073
392,959.2433
392,960.0474
392,960.5834
392,961.1194
392,961.6554
391,962.4594
392,962.9974
392,963.5334
392,964.3374
392,964.8734
392,965.4094
392,965.9454
392,966.7495
391,967.2855
390,967.8234
390,968.6335
391,969.1735
391,969.7115
391,970.2495
391,970.7874
391,971.3254
391,971.8633
391,972.4013
391,972.9393
393,973.4772
394,974.0113
394,974.5433
394,975.3412
394,975.8732
394,976.4052
394,977.2032
394,977.7352
394,978.2672
394,978.7991
394,979.5971
392,980.1291
394,980.6651
395,981.4631
395,981.9931
395,982.5231
395,983.0532
395,983.8482
395,984.3782
395,984.9083
395,985.7033
394,986.2333
394,986.7653
394,987.2973
394,988.0953
395,988.6273
396,989.1573
396,989.9492
396,990.4772
396,991.0051
396,991.5331
396,992.325
395,992.853
396,993.383
396,994.1749
397,994.7029
399,995.2289
400,995.7509
400,996.5309
400,997.0509
400,997.5709
402,998.351
402,998.8669
402,999.3829
402,999.8989
400,1000.673
400,1001.193
399,1001.713
398,1002.235
400,1002.759
400,1003.279
400,1003.799
401,1004.319
401,1004.837
402,1005.355
403,1005.871
403,1006.642
404,1007.156
405,1007.668
405,1008.178
406,1008.943
407,1009.451
408,1009.957
408,1010.713
408,1011.217
408,1011.721
410,1012.225
410,1012.725
410,1013.225
410,1013.725
410,1014.225
410,1014.725
410,1015.225
412,1015.725
412,1016.221
412,1016.717
412,1017.213
412,1017.709
413,1018.205
413,1018.946
413,1019.44
414,1019.934
414,1020.426
414,1020.918
416,1021.41
415,1021.898
415,1022.633
416,1023.123
416,1023.611
416,1024.099
416,1024.831
416,1025.319
418,1025.807
419,1026.533
420,1027.015
420,1027.495
420,1027.975
421,1028.515
422,1028.873
420,1029.229
419,1027.969
419,1027.131
419,1026.393
419,1025.755
419,1024.898
421,1024.36
421,1023.818
422,1023.276
420,1022.732
418,1022.192
418,1021.656
418,1020.852
416,1020.316
416,1019.784
418,1019.252
420,1018.716
420,1018.176
420,1017.636
420,1017.096
420,1016.556
421,1016.016
421,1015.474
420,1014.932
420,1014.122
421,1013.582
421,1013.04
422,1012.227
422,1011.683
422,1011.139
423,1010.595
423,1010.049
424,1009.503
424,1008.955
425,1008.407
425,1007.582
425,1007.032
425,1006.482
425,1005.657
425,1005.107
427,1004.556
427,1004.003
427,1003.449
428,1002.895
428,1002.339
427,1001.783
427,1001.229
427,1000.675
427,1000.121
428,999.5667
429,999.0107
427,998.4527
427,997.8987
427,997.3448
427,996.7908
427,996.2369
429,995.6829
429,995.1249
429,994.567
430,993.909
430,993.249
430,992.5889
428,991.5989
428,990.9429
428,990.2869
428,989.6309
428,988.9749
429,988.3188
429,987.6609
429,986.674
430,986.016
430,985.356
430,984.6959
430,984.0359
430,983.3759
431,982.3858
431,981.7238
431,981.0618
433,980.0688
433,979.4028
433,978.7368
433,978.0708
433,977.0718
433,976.4058
433,975.7397
433,974.7407
434,974.0747
434,973.4067
436,972.7388
436,972.0668
436,971.3948
435,970.7228
435,970.0527
436,969.0477
436,968.3757
437,967.7037
437,967.0297
439,966.3558
439,965.6778
439,964.9998
439,964.3218
439,963.6439
441,962.9659
442,962.2839
442,961.5999
442,960.916
442,960.232
441,959.548
442,958.525
442,957.8411
444,957.1571
445,956.4691
445,955.7792
446,955.0892
446,954.3972
446,953.3592
446,952.6672
446,951.9752
446,951.2831
446,950.5911
446,949.8991
445,949.2071
446,948.5172
446,947.4791
446,946.7871
447,946.0951
447,945.4011
448,944.3602
448,943.6641
449,942.9681
449,941.9211
449,941.2231
449,940.5251
449,939.8271
449,939.1291
450,938.4311
450,937.7311
450,937.0312
450,936.3312
451,935.6313
451,934.9293
452,934.2272
452,933.5233
452,932.8193
452,932.1153
452,931.4113
453,930.3553
453,929.6493
453,928.9432
453,928.2372
453,927.5311
453,926.8251
453,926.119
453,925.0599
455,924.3539
455,923.6439
455,922.934
455,922.224
455,921.514
455,920.8041
455,920.0941
455,919.3842
455,918.6742
455,917.9642
455,917.2543
455,916.1893
455,915.4794
456,914.7694
456,913.7014
456,912.9893
456,912.2773
455,911.5652
455,910.8553
455,910.1453
455,909.4354
456,908.7254
456,908.0134
456,907.3013
456,906.5893
457,905.8773
459,905.1633
459,904.4453
459,903.7272
460,903.0092
460,901.9293
459,901.2093
460,900.4913
460,899.7713
460,899.0513
458,898.3314
458,897.6154
458,896.8995
457,896.1835
459,895.4695
459,894.7515
459,893.6745
459,892.9565
459,892.2385
459,891.5204
461,890.4434
461,889.7214
463,888.9993
463,888.2734
463,887.5474
463,886.8215
463,886.0955
464,885.3696
464,884.6415
462,883.9135
462,883.1895
462,882.4655
462,881.7415
462,881.0175
463,880.2935
463,879.2046
463,878.4786
463,877.7527
463,877.0267
463,876.3008
463,875.5748
464,874.8489
464,874.1208
464,873.0288
464,872.3008
464,871.5728
464,870.4807
466,869.7527
466,869.0206
465,868.2886
465,867.5586
465,866.8286
464,866.0986
464,865.3706
465,864.2786
465,863.5486
467,862.8186
467,861.7176
467,860.9836
467,860.2496
467,859.5156
467,858.7816
467,858.0475
467,857.3135
467,856.5795
468,855.4785
468,854.7426
470,854.0066
470,853.2666
470,852.5266
470,851.7866
470,851.0466
470,850.3066
469,849.5667
471,848.8286
470,848.0867
470,846.9767
470,846.2367
470,845.4967
470,844.7567
470,844.0167
470,843.2767
470,842.5367
470,841.7968
470,841.0568
470,840.3168
469,839.5768
468,838.8387
469,837.7348
469,836.9968
469,836.2587
471,835.5207
471,834.7787
471,834.0368
472,833.6658
472,832.5498
472,831.8058
472,831.0618
472,829.9457
472,829.2017
472,828.4577
472,827.3417
472,826.5977
472,825.8536
472,825.1096
472,823.9936
473,823.2496
472,822.5036
472,821.7596
472,821.0156
472,820.2715
472,819.5275
472,818.4115
472,817.6675
473,816.9235
473,815.8045
473,815.0585
473,814.3126
473,813.5666
473,812.8206
474,812.0746
473,811.3266
473,810.5806
472,809.4617
472,808.7177
472,807.9736
472,807.2296
472,806.4856
472,805.7416
472,804.9976
472,804.2535
472,803.5095
472,802.7655
474,802.0215
474,801.2734
476,800.5254
476,799.7734
474,799.0215
475,798.2734
477,797.5234
478,796.7694
477,796.0134
478,795.2594
478,794.1254
477,793.3694
475,792.6154
475,791.8654
475,791.1154
475,790.3654
475,789.6154
475,788.8654
475,788.1154
475,787.3654
475,786.6154
475,785.4904
475,784.7404
475,783.9904
475,783.2404
475,782.4904
475,781.7404
475,780.9904
475,780.2404
476,779.4904
476,778.7385
476,777.9865
475,777.2346
475,776.4846
475,775.7346
476,774.9846
477,774.2326
477,773.4786
477,772.7245
477,771.9705
478,771.2165
478,770.0825
478,769.3265
478,768.5706
480,767.4366
479,766.6766
479,765.9185
479,764.7814
480,764.0234
480,763.2634
481,762.5034
480,761.7414
480,760.9814
480,760.2214
480,759.4614
480,758.7014
480,757.9413
480,757.1813
480,756.4213
480,755.6613
480,754.9013
480,754.1413
480,753.3813
480,752.2413
480,751.4813
480,750.7213
482,749.9612
482,748.8152
482,748.0511
482,747.2871
482,746.1411
482,745.377
482,744.613
482,743.8489
482,742.7029
484,741.9388
484,741.1709
485,740.403
485,739.6329
485,738.8629
485,738.0929
487,736.9379
487,736.1638
488,735.3898
489,734.6138
489,733.4468
489,732.6689
489,731.8909
489,730.724
489,729.946
489,729.1681
489,728.3901
489,727.2232
491,726.4453
491,725.6633
491,724.4903
491,723.7083
491,722.9263
491,722.1443
491,720.9714
490,720.1894
490,719.4094
492,718.2393
492,717.4553
493,716.6712
493,715.8852
493,714.7062
493,713.9202
493,713.1342
493,711.9551
494,711.1691
494,710.3812
494,709.5932
496,708.8052
498,708.0132
498,707.2172
498,706.4212
498,705.6252
498,704.8292
498,704.0331
498,703.2371
498,702.0431
498,701.2471
498,700.451
499,699.257
498,698.459
498,697.663
498,696.867
500,696.071
500,695.2709
500,694.4709
498,693.2708
498,692.4748
498,691.6788
498,690.8828
498,690.0867
500,689.2907
500,688.4907
500,687.6906
500,686.8906
500,686.0905
500,685.2905
500,684.4904
500,683.6904
500,682.8903
500,682.0903
500,681.2902
500,680.0901
498,679.2901
497,678.4941
497,677.7001
497,676.9062
497,676.1122
497,675.3183
497,674.1274
497,673.3334
497,672.5395
497,672.1425
497,670.9516
497,670.1577
497,669.3637
497,668.5698
497,667.7758
497,666.9819
497,665.791
498,664.997
498,664.201
498,663.405
498,662.6089
498,661.8129
498,661.0169
498,660.2209
498,659.0269
497,658.2308
497,657.4369
498,656.246
498,655.45
500,654.6539
498,653.8539
498,652.6599
498,651.8638
498,651.0678
498,650.2718
500,649.4758
500,648.6757
500,647.8757
500,646.6756
500,645.8755
500,645.0755
499,644.2755
501,643.4775
501,642.6755
501,641.8735
501,641.0715
501,639.8685
501,639.0665
501,638.2645
501,637.4625
501,636.6605
502,635.8585
503,635.0545
503,634.2485
503,633.4424
503,632.6364
503,631.8304
503,630.6213
504,629.8153
504,629.0073
504,628.1993
505,626.9874
505,626.1773
505,625.3672
505,624.5572
505,623.7471
505,622.9371
507,622.127
506,621.313
506,620.501
507,619.689
507,618.8751
507,617.6541
507,616.8401
507,616.0262
507,615.2122
507,613.9913
507,613.1773
508,612.3633
508,611.1393
509,610.3232
509,609.5052
509,608.6873
509,607.4603
509,606.6423
509,605.8243
510,604.5973
512,603.7773
513,602.9534
513,602.1273
513,600.8882
513,600.0622
513,599.2361
513,597.9971
513,597.171
513,596.345
513,595.5189
513,594.2798
513,593.4538
513,592.6277
514,591.3887
514,590.5607
514,589.7327
515,588.9047
515,587.6597
515,586.8298
515,585.9998
515,584.7549
515,583.9249
515,583.095
515,582.265
514,581.0201
514,580.1921
514,579.3641
514,578.5361
515,577.7081
515,576.8781
515,576.0482
515,574.8032
514,573.9733
515,573.1453
515,572.3153
514,571.4854
515,570.6573
515,569.8274
515,568.9974
515,567.7525
515,566.9225
515,566.0926
513,565.2626
513,564.4366
511,563.6105
513,562.7885
513,561.9625
513,561.1364
513,560.3104
513,559.4843
513,558.6583
513,557.8322
513,557.0062
513,556.1801
513,554.941
513,554.115
513,553.2889
513,552.4629
513,551.6368
513,550.8108
513,549.9847
513,549.1587
513,547.9196
514,547.0936
514,546.2656
513,545.4376
513,544.6115
514,543.7855
514,542.9575
514,542.1295
514,541.3015
514,540.4734
515,539.6454
515,538.8155
516,537.9855
516,537.1535
516,536.3215
516,535.4894
516,534.2414
515,533.4094
515,532.5794
515,531.7495
515,530.9195
515,530.0895
515,529.2596
515,528.0146
515,527.1847
515,526.3547
515,525.5248
515,524.6948
516,523.8649
516,523.0328
516,522.2008
516,521.3688
515,520.5367
515,519.7068
514,518.8768
514,518.0488
514,517.2208
516,516.3928
516,515.5608
515,514.3127
515,513.4828
515,512.6528
515,511.8228
515,510.9928
514,510.1628
514,509.3348
514,508.0928
514,507.2648
514,506.4368
514,505.1948
514,504.3668
514,503.5388
512,502.7108
512,501.4748
512,500.6508
512,499.8269
512,498.5909
512,497.7669
512,496.943
513,496.119
513,494.88
513,494.054
512,493.228
510,492.4041
510,491.584
510,490.764
509,489.534
509,488.716
509,487.898
509,486.6711
509,485.8531
509,485.0351
509,484.2171
507,482.9901
507,482.1761
507,481.362
508,480.548
508,479.732
507,478.916
506,478.102
505,476.884
505,476.074
505,475.264
505,474.454
507,473.644
508,472.83
508,472.014
508,471.198
508,469.9741
508,469.1581
508,468.3421
508,467.1181
508,466.3022
508,465.4862
508,464.6702
508,463.4462
508,462.6302
508,461.8143
508,460.5903
508,459.7743
506,458.9583
505,458.1463
505,456.9313
503,456.1213
504,455.3153
504,454.5073
504,453.6993
505,452.8914
504,452.0814
504,451.2734
504,450.4654
504,449.6574
504,448.8494
504,447.6375
504,446.8295
505,446.0215
505,445.2115
505,443.9965
503,443.1865
503,442.3805
503,441.5744
503,440.7684
503,439.9624
502,439.1563
502,438.3523
502,437.5483
501,436.7443
500,435.9423
500,434.7423
500,433.9423
500,433.1423
499,432.3423
499,431.1454
499,430.3474
497,429.5494
495,428.7554
495,427.9655
495,427.1755
495,426.3855
494,425.2005
494,424.4125
494,423.6245
494,422.8365
492,422.0484
492,421.2644
492,420.4804
492,419.6964
492,418.5204
492,417.7365
492,416.9525
493,416.1685
493,415.3824
493,414.5964
492,413.8104
494,412.6344
494,411.8464
494,411.0584
494,410.2704
494,409.4823
493,408.6943
493,407.9083
493,407.1223
493,405.9433
493,405.1573
493,404.3712
493,403.5852
493,402.7992
493,402.0132
493,401.2272
493,400.4412
493,399.6552
492,398.8692
490,398.0852
490,397.3051
491,396.5251
490,395.7431
490,394.9631
490,394.1831
490,393.403
490,392.623
490,391.843
490,390.6729
490,389.8929
490,389.1129
490,388.3329
490,387.5528
490,386.7728
488,385.9928
488,385.2168
488,384.4408
488,383.6648
488,382.8888
488,382.1128
488,380.9488
488,380.1728
488,379.3968
486,378.2328
485,377.4608
485,376.6908
484,375.9207
485,374.7687
485,373.9987
485,373.2287
485,372.4587
485,371.6887
485,370.9186
485,370.1486
485,368.9936
485,368.2236
485,367.4536
484,366.6835
482,365.9155
482,365.1516
482,364.3876
482,363.6236
484,362.8596
484,362.0916
484,361.3236
484,360.5556
483,359.7876
482,359.0216
481,358.2576
481,357.4956
482,356.3526
482,355.5886
482,354.8246
482,354.0606
482,353.2967
482,352.5327
480,351.7687
479,351.0087
478,350.2507
479,349.4947
479,348.7367
479,347.5997
479,346.8417
479,346.0837
479,345.3257
479,344.1888
479,343.4308
479,342.6728
479,341.9148
479,341.1568
479,340.3988
479,339.6408
479,338.5038
479,337.7458
479,336.9878
479,336.2298
479,335.4718
478,334.7138
477,333.9578
477,333.2038
477,332.0728
475,331.3187
475,330.5687
475,329.8187
475,329.0687
475,328.3187
475,327.5687
474,326.8187
474,326.0707
474,325.3228
473,324.5748
473,323.4558
473,322.7098
471,321.9639
471,321.2219
470,320.1089
472,319.3689
472,318.6248
470,317.8808
469,317.1408
469,316.4029
469,315.6649
469,314.9269
469,314.1889
469,313.451
469,312.713
469,311.975
469,311.237
468,310.4991
469,309.763
469,309.0251
469,308.2871
469,307.1801
469,306.4421
469,305.7042
469,304.9662
469,303.8592
467,303.1212
467,302.3872
466,301.2862
466,300.5542
466,299.8222
465,299.0902
464,297.9953
464,297.2672
463,296.5392
463,295.4502
463,294.7242
463,293.9982
463,293.2722
463,292.1831
463,291.4571
461,290.7311
459,289.6481
457,288.9301
457,288.2161
457,287.5021
457,286.4312
457,285.7172
457,285.0032
457,283.9322
457,283.2182
455,282.5042
455,281.7942
455,280.7292
455,280.0191
455,279.3091
455,278.2441
455,277.5341
454,276.824
454,276.116
454,275.408
454,274.7
454,273.992
454,273.284
454,272.222
454,271.514
454,270.806
454,270.098
454,269.39
454,268.6819
454,267.9739
454,266.9119
454,266.2039
454,265.4959
454,264.7879
454,264.0799
454,263.3719
454,262.6639
454,261.9559
454,261.2479
454,260.5399
453,259.8318
453,259.1259
453,258.4199
453,257.7139
453,257.0079
453,256.3019
453,255.2429
453,254.5369
453,253.8309
452,253.1249
453,252.4209
453,251.7149
451,251.0089
451,249.9559
451,249.2539
451,248.5519
451,247.8499
450,247.1479
449,246.4479
447,245.7499
447,245.0559
445,244.3619
445,243.6719
445,242.9819
445,242.2919
445,241.2569
445,240.5669
444,239.8769
444,238.8449
444,238.1569
444,237.4689
444,236.781
443,235.749
441,235.063
441,234.381
440,233.358
439,232.678
439,232
437,231.3219
437,230.3109
437,229.6369
437,228.9629
437,227.9519
437,227.2779
437,226.6039
435,225.9299
435,224.9248
435,224.2548
435,223.5848
435,222.5798
434,221.9098
434,221.2418
434,220.5738
434,219.5718
434,218.9038
433,218.2358
433,217.2368
432,216.5708
432,215.9068
432,215.2428
432,214.5788
432,213.9148
432,213.2508
432,212.5868
432,211.5908
432,210.9268
431,210.2628
431,209.6008
431,208.9388
431,208.2768
429,207.6149
428,206.6279
427,205.9719
427,205.3179
426,204.6639
425,203.6859
425,203.0359
424,202.3859
424,201.4139
424,200.7659
424,200.1178
424,199.4698
424,198.8218
424,198.1738
424,197.5258
424,196.8778
424,196.2298
424,195.5818
424,194.9338
424,194.2858
424,193.3137
422,192.6657
421,192.0217
421,191.0587
421,190.4167
421,189.7747
421,189.1327
421,188.1697
420,187.5277
420,186.8877
420,185.9277
420,185.2877
420,184.6477
419,184.0076
419,183.3696
421,182.7316
420,182.0896
418,181.4496
418,180.8136
418,180.1777
418,179.5417
418,178.9057
418,177.9517
418,177.3157
418,176.6797
418,175.7258
416,175.0898
414,174.4578
414,173.8298
414,172.8878
414,172.2598
414,171.6318
414,170.6898
414,170.0618
412,169.4339
410,168.8099
408,167.8799
408,167.2639
408,166.6479
408,166.0319
408,165.4159
408,164.7999
406,164.1839
406,163.5719
406,162.9599
404,162.3479
404,161.7399
403,160.8279
403,160.2219
403,159.6159
403,159.0099
403,158.1009
403,157.4949
401,156.889
401,156.287
400,155.685
400,154.785
400,154.185
398,153.585
397,152.989
397,152.098
397,151.504
395,150.91
394,150.025
393,149.437
392,148.851
391,148.267
390,147.394
389,146.814
389,146.236
389,145.369
389,144.791
388,144.213
387,143.637
387,143.063
387,142.489
387,141.9149
387,141.3409
385,140.7669
385,140.1969
383,139.6269
383,139.0609
383,138.2119
382,137.6459
382,137.0819
382,136.2359
380,135.6719
380,135.1119
380,134.5519
380,133.7119
380,133.1519
380,132.5919
380,132.0319
380,131.4719
380,130.9119
380,130.3519
380,129.5119
380,128.9519
380,128.3919
380,127.8319
380,127.2719
379,126.7119
379,126.1539
379,125.5959
379,124.7589
379,124.201
379,123.643
379,122.806
379,122.248
378,121.69
378,121.134
377,120.3
376,119.746
376,119.194
374,118.642
374,118.0939
374,117.5459
374,116.9979
374,116.4499
374,115.9019
372,115.3539
372,114.8099
372,113.9939
371,113.4499
369,112.9079
368,112.3699
368,111.5659
367,111.0299
366,110.4959
365,109.9639
363,109.4339
363,108.9079
363,108.3819
363,107.5929
363,107.0669
363,106.5409
364,106.0149
364,105.4869
364,104.9589
362,104.4309
361,103.9069
361,103.1239
361,102.6019
361,102.0799
360,101.2969
359,100.7769
359,100.2589
359,99.74088
359,98.96387
358,98.44587
358,97.92986
358,97.15585
357,96.63985
356,96.12584
356,95.61385
354,95.10185
354,94.59386
354,94.08586
354,93.57787
354,93.06987
352,92.56187
351,92.05788
350,91.55588
350,90.80588
348,90.30588
346,89.80988
345,89.31787
345,88.82787
345,88.33786
344,87.84785
344,87.35985
344,86.87184
344,86.38383
344,85.89583
343,85.40782
343,84.92183
343,84.43584
343,83.94984
341,83.46385
341,82.98186
341,82.49986
341,82.01787
341,81.29488
341,80.81288
340,80.33089
339,79.85089
339,79.1339
339,78.6559
337,78.1779
337,77.7039
336,77.2299
335,76.7579
334,76.2879
334,75.8199
332,75.3519
332,74.88789
331,74.42389
331,73.96188
330,73.49988
329,73.03987
327,72.58188
327,71.90089
327,71.44689
327,70.9929
327,70.5389
326,70.08491
325,69.63291
325,69.18291
323,68.73292
323,68.06392
322,67.61792
320,67.17392
320,66.51392
320,66.07391
320,65.63391
320,65.19391
320,64.53391
320,64.0939
318,63.6539
318,63.2179
318,62.78191
318,62.34591
318,61.90991
318,61.47392
316,61.03792
315,60.60592
315,60.17592
315,59.74592
315,59.31592
314,58.88592
314,58.45792
313,58.02991
312,57.60391
312,57.17991
312,56.75591
311,56.3319
310,55.9099
309,55.48991
308,55.07191
307,54.65591
306,54.24191
304,53.8299
304,53.42191
303,53.01391
303,52.60791
302,52.20191
302,51.79791
301,51.19191
300,50.78991
300,50.38991
299,49.98991
299,49.59191
299,49.1939
299,48.7959
299,48.3979
299,47.8009
299,47.40289
299,47.00489
299,46.60689
298,46.20889
298,45.81288
298,45.41688
298,45.02087
298,44.62487
298,44.22887
298,43.83286
298,43.43686
298,43.04086
297,42.64485
296,42.25085
296,41.85886
296,41.46686
294,40.87886
294,40.49086
294,40.10286
294,39.71486
294,39.13286
294,38.74486
293,38.35686
293,37.77785
293,37.39185
292,37.00585
292,36.62185
291,36.23785
292,35.85584
292,35.47184
292,35.08784
292,34.51183
291,34.12783
290,33.74583
289,33.36583
289,32.98783
289,32.60983
289,32.23183
289,31.66484
289,31.28684
287,30.90884
287,30.53484
287,30.16084
287,29.78684
286,29.41284
284,29.04084
283,28.48884
283,28.12284
281,27.75683
281,27.39483
281,27.03284
281,26.67084
281,26.30884
280,25.76584
280,25.40584
280,25.04584
280,24.68583
280,24.32583
280,23.96583
279,23.60583
277,23.24783
277,22.89383
277,22.53983
277,22.18583
275,21.83183
274,21.48183
274,21.13383
274,20.78583
274,20.43783
274,19.91583
274,19.56783
272,19.21984
271,18.87583
271,18.53383
270,18.19184
269,17.85184
269,17.34483
268,17.00683
268,16.67083
268,16.33484
266,15.99884
266,15.66683
264,15.33483
263,15.00683
263,14.68083
262,14.35483
262,14.03084
262,13.70684
262,13.38284
262,13.05884
260,12.73484
259,12.41484
258,12.09684
257,11.78084
257,11.46684
256,11.15284
256,10.84084
258,10.52884
258,10.21284
256,9.896838
256,9.428838
255,9.116838
257,8.806838
255,8.492839
255,8.182839
255,7.872839
254,7.562839
254,7.10084
254,6.79284
254,6.48484
254,6.176841
252,5.714841
252,5.410841
251,5.106842
250,4.653841
250,4.353841
250,4.053841
250,3.753841
251,3.453841
251,3.151841
250,2.849841
250,2.54984
248,2.09984
246,1.80384
246,1.51184
246,1.21984
246,0.92784
245,0.6358399
244,0.3458399
243,0
242,0
242,0
242,0
242,0
240,0
240,0
240,0
238,0
238,0
237,0
235,0
233,0
233,0
232,0
230,0
230,0
229,0
229,0
229,0
228,0
228,0
227,0
225,0
225,0
225,0
225,0
224,0
224,0
223,0
222,0
222,0
220,0
220,0
220,0
219,0
218,0
218,0
217,0
216,0
216,0
214,0
214,0
214,0
214,0
214,0
213,0
213,0
213,0
211,0
209,0
208,0
208,0
207,0
206,0
206,0
206,0
206,0
206,0
206,0
205,0
205,0
205,0
205,0
204,0
203,0
201,0
201,0
199,0
198,0
198,0
198,0
196,0
196,0
196,0
194,0
194,0
194,0
193,0
192,0
192,0
192,0
192,0
192,0
191,0
189,0
189,0
189,0
189,0
188,0
187,0
187,0
187,0
187,0
187,0
188,0
188,0
188,0
188,0
188,0
188,0
188,0
188,0
188,0
187,0
187,0
185,0
184,0
184,0
182,0
182,0
182,0
182,0
181,0
181,0
181,0
181,0
181,0
181,0
180,0
180,0
179,0
177,0
177,0
177,0
176,0
176,0
176,0
177,0
177,0
177,0
177,0
177,0
177,0
177,0
177,0
178,0
176,0
176,0
176,0
176,0
176,0
178,0
177,0
176,0
176,0
174,0
173,0
171,0
170,0
168,0
168,0
167,0
166,0
166,0
165,0
165,0
166,0
166,0
164,0
164,0
164,0
163,0
162,0
162,0
162,0
162,0
162,0
162,0
162,0
162,0
162,0
161,0
159,0
158,0
158,0
157,0
157,0
157,0
155,0
153,0
152,0
152,0
152,0
152,0
152,0
152,0
152,0
152,0
152,0
152,0
150,0
150,0
150,0
150,0
150,0
150,0
150,0
150,0
150,0
149,0
148,0
148,0
147,0
147,0
146,0
145,0
144,0
144,0
142,0
144,0
144,0
144,0
144,0
144,0
144,0
144,0
144,0
144,0
144,0
143,0
143,0
143,0
142,0
142,0
142,0
141,0
141,0
141,0
141,0
140,0
140,0
140,0
138,0
138,0
138,0
138,0
137,0
137,0
136,0
136,0
136,0
136,0
136,0
136,0
134,0
134,0
132,0
132,0
132,0
132,0
130,0
130,0
129,0
128,0
127,0
127,0
127,0
127,0
126,0
126,0
125,0
125,0
125,0
125,0
124,0
122,0
122,0
122,0
121,0
120,0
120,0
120,0
120,0
120,0
120,0
119,0
118,0
118,0
118,0
116,0
115,0
115,0
115,0
115,0
114,0
114,0
114,0
