pop,resources
37,37.37819
37,37.36419
36,37.35019
36,37.33819
36,37.32619
36,37.31419
37,37.30219
37,37.28819
37,37.27419
37,37.26019
37,37.24619
37,37.23219
37,37.21819
37,37.20419
36,37.18319
36,37.17118
36,37.15918
36,37.14718
36,37.13518
36,37.12318
36,37.11118
35,37.09318
33,37.08318
33,37.08318
33,37.08318
33,37.08318
33,37.08318
33,37.08318
33,37.08318
32,37.08318
32,37.08318
32,37.08318
32,37.08318
32,37.08318
32,37.08318
32,37.08318
33,37.08318
33,37.08318
34,37.08318
36,37.08318
37,37.07117
37,37.05017
37,37.03617
37,37.02217
37,37.00117
37,36.98717
39,36.97318
39,36.95518
39,36.93718
39,36.91918
39,36.90118
38,36.88319
38,36.86719
37,36.85119
39,36.83719
38,36.81919
38,36.79519
38,36.77919
36,36.7632
36,36.74519
37,36.73319
37,36.71919
35,36.70519
35,36.69519
35,36.68519
35,36.67519
37,36.66518
37,36.65118
36,36.63718
36,36.62518
36,36.61318
36,36.59518
36,36.58318
36,36.57118
36,36.55918
36,36.54718
36,36.53518
36,36.52317
36,36.51117
38,36.49917
38,36.48317
38,36.46717
38,36.45118
37,36.43518
37,36.42118
37,36.40718
35,36.38618
35,36.37617
35,36.36617
35,36.35617
36,36.34617
36,36.33417
36,36.32217
36,36.31017
36,36.29216
36,36.28016
36,36.26816
36,36.25016
36,36.23816
36,36.22616
36,36.21416
36,36.20216
36,36.19016
37,36.17815
37,36.16415
36,36.15015
36,36.13815
36,36.12615
36,36.11415
36,36.09615
36,36.08415
35,36.07215
36,36.05714
35,36.04514
34,36.03514
36,36.03514
36,36.01714
37,36.00514
37,35.99114
39,35.97014
39,35.95214
39,35.93414
38,35.91615
38,35.89215
40,35.87615
39,35.85615
40,35.83715
38,35.81716
37,35.80116
37,35.78716
37,35.77316
36,35.75916
37,35.74516
37,35.73116
37,35.71716
37,35.70316
37,35.68916
37,35.67516
37,35.65416
37,35.64016
37,35.62616
37,35.61216
38,35.59816
37,35.58216
38,35.56816
38,35.55216
38,35.52816
38,35.51217
38,35.49617
37,35.48017
37,35.46617
37,35.45217
37,35.43817
37,35.42417
36,35.41017
36,35.39617
37,35.38317
35,35.36917
36,35.35917
36,35.34716
36,35.33516
36,35.32316
35,35.31116
34,35.30116
35,35.29616
35,35.28115
35,35.27115
35,35.26115
35,35.25115
35,35.23615
35,35.22614
36,35.21614
36,35.19814
34,35.18614
34,35.18614
34,35.18614
34,35.18614
36,35.18614
36,35.17414
35,35.15614
35,35.14613
34,35.13613
35,35.12613
34,35.11613
35,35.10612
35,35.09612
35,35.08612
35,35.07612
35,35.06612
35,35.12611
35,35.25611
35,35.38611
35,35.56611
34,35.79611
33,36.02711
32,36.26112
32,36.49712
33,36.73312
33,36.96712
33,37.20112
33,37.55212
33,37.78612
34,38.02012
34,38.36813
34,38.60013
35,38.83213
35,39.06213
35,39.40714
35,39.63714
35,39.86715
35,40.21215
35,40.44215
35,40.67216
35,40.90216
33,41.13216
33,41.36617
32,41.60017
32,41.83617
32,42.07217
30,42.30817
30,42.54816
31,42.78816
31,43.02616
31,43.26416
29,43.50216
29,43.74416
29,43.98615
29,44.22815
27,44.47015
27,44.71615
27,45.08515
27,45.33115
27,45.57716
27,45.94616
27,46.19216
29,46.43816
29,46.68016
29,47.04316
29,47.28515
30,47.52715
30,47.88715
30,48.12714
30,48.36714
30,48.60714
30,48.84714
31,49.08714
32,49.32513
33,49.56113
32,49.79514
32,50.03114
34,50.26714
34,50.49914
34,50.84714
34,51.07914
34,51.31115
35,51.65915
37,51.88915
37,52.11515
37,52.34115
37,52.68015
37,52.90614
38,53.13214
39,53.46814
40,53.69014
39,53.91014
40,54.13214
41,54.46214
41,54.68015
41,54.89815
40,55.22515
40,55.44515
40,55.66515
40,55.88515
40,56.10516
40,56.32516
40,56.54516
40,56.76516
40,57.09516
39,57.31516
39,57.53716
39,57.75916
39,57.98116
39,58.20316
39,58.42516
39,58.75816
40,58.98016
40,59.20016
40,59.42017
41,59.64017
42,59.85817
44,60.07417
43,60.28617
43,60.60717
43,60.82116
43,61.03516
44,61.24916
44,61.46115
44,61.67315
44,61.88515
44,62.20315
43,62.41515
43,62.62914
43,62.84314
41,63.16413
41,63.38214
41,63.60014
42,63.92714
42,64.14314
44,64.35915
44,64.57115
44,64.88916
44,65.10117
44,65.31317
46,65.63118
46,65.83917
46,66.04716
46,66.25516
46,66.46315
46,66.67114
46,66.87914
47,67.08713
47,67.29312
47,67.49911
47,67.70511
47,67.9111
47,68.1171
47,68.32309
46,68.52908
46,68.73708
46,68.94507
47,69.15306
46,69.35905
46,69.56705
46,69.77504
46,69.98303
46,70.19102
47,70.39902
47,70.70801
47,70.914
49,71.12
51,71.32199
53,71.51999
53,71.71399
53,71.90799
53,72.19899
53,72.39299
54,72.58699
54,72.77899
56,72.97099
55,73.159
55,73.349
55,73.539
54,73.729
56,73.92101
57,74.10901
57,74.29501
57,74.48102
57,74.66702
58,74.85303
58,75.03703
60,75.31304
61,75.49303
62,75.67103
62,75.84702
62,76.02302
62,76.19901
62,76.37501
63,76.551
63,76.725
63,76.89899
63,77.15999
63,77.33398
63,77.50798
63,77.76897
63,77.94297
63,78.11697
65,78.29096
65,78.54596
65,78.71596
65,78.88596
65,79.14095
65,79.31095
64,79.48095
64,79.65295
64,79.91094
64,80.08294
66,80.25494
66,80.50694
66,80.67493
66,80.84293
66,81.01093
66,81.26293
66,81.43093
65,81.59893
64,81.85393
64,82.02592
64,82.19792
63,82.36992
63,82.63091
63,82.80491
63,82.9789
65,83.2399
65,83.4099
65,83.5799
65,83.74989
66,84.00489
66,84.17289
66,84.34089
66,84.59289
66,84.76089
66,84.92889
66,85.09689
66,85.34888
66,85.51688
66,85.68488
67,85.85288
68,86.01888
68,86.18288
66,86.34689
66,86.51488
66,86.68288
66,86.85088
66,87.01888
66,87.27088
67,87.43888
68,87.60488
67,87.76888
67,88.01788
67,88.18388
67,88.34988
67,88.51588
68,88.68188
69,88.84589
69,89.00789
69,89.25089
69,89.4129
69,89.5749
69,89.7369
69,89.8989
69,90.06091
69,90.22291
69,90.46591
69,90.62791
69,90.78992
70,90.95192
68,91.11192
70,91.27592
70,91.43593
70,91.67593
70,91.83594
70,91.99594
70,92.15594
69,92.39595
69,92.55795
69,92.71996
69,92.96296
69,93.12496
69,93.28696
70,93.44897
70,93.68897
70,93.84898
70,94.00898
70,94.24899
70,94.40899
70,94.56899
70,94.729
70,94.969
70,95.12901
68,95.28901
68,95.53501
68,95.69901
68,95.86301
68,96.02702
68,96.19102
68,96.35502
69,96.51902
69,96.68102
69,96.84303
69,97.00503
70,97.16703
72,97.32703
73,97.56104
74,97.71505
74,97.86704
76,98.09503
76,98.24303
77,98.39102
77,98.53702
77,98.68301
79,98.82901
80,98.97101
80,99.11101
80,99.25101
80,99.39101
81,99.53101
83,99.66901
83,99.80301
84,99.93701
85,100.069
85,100.199
85,100.394
86,100.524
86,100.652
87,100.78
86,100.9061
86,101.0341
86,101.1621
86,101.3541
86,101.4821
86,101.6101
84,101.7381
84,101.9361
84,102.0681
84,102.2001
84,102.3981
85,102.5301
85,102.6601
83,102.7901
83,102.9241
82,103.0581
83,103.1941
82,103.3281
84,103.4641
84,103.5961
84,103.7281
84,103.8601
84,104.0582
84,104.1902
84,104.3222
84,104.5202
84,104.6522
84,104.7842
84,104.9162
84,105.1142
84,105.2462
84,105.3782
84,105.5762
86,105.7082
86,105.8362
86,105.9642
86,106.1562
86,106.2842
86,106.4122
87,106.5402
88,106.6662
88,106.7902
88,106.9142
88,107.0382
90,107.1622
91,107.2822
91,107.4002
91,107.5182
91,107.6362
91,107.7542
91,107.9312
91,108.0492
92,108.1672
92,108.3412
92,108.4572
92,108.5732
92,108.6892
92,108.8052
93,108.9212
95,109.0352
95,109.1452
95,109.2552
95,109.3652
95,109.4752
95,109.5852
95,109.6952
95,109.8052
95,109.9152
96,110.0252
96,110.1332
96,110.2412
96,110.3492
96,110.4572
96,110.6192
96,110.7272
96,110.8352
95,110.9972
96,111.1072
96,111.2152
96,111.3232
96,111.4312
96,111.5392
94,111.6472
94,111.7592
93,111.8712
92,111.9852
92,112.1012
92,112.2172
92,112.3912
92,112.5072
92,112.6232
92,112.7972
92,112.9132
92,113.0292
92,113.1452
92,113.2612
92,113.3772
92,113.4932
92,113.6092
92,113.7831
92,113.8991
92,114.0151
92,114.1311
94,114.2471
92,114.3591
92,114.4751
92,114.6491
92,114.7651
94,114.8811
94,114.9931
94,115.1611
94,115.2731
94,115.3851
94,115.4971
94,115.6091
94,115.7211
94,115.8331
94,115.9451
94,116.0571
94,116.1691
94,116.2811
94,116.4491
94,116.5611
94,116.6731
94,116.7851
94,116.8971
94,117.0091
93,117.1771
95,117.2911
97,117.4011
99,117.5071
100,117.6601
100,117.7601
100,117.8601
100,117.9601
100,118.0602
100,118.1602
99,118.2602
99,118.3622
99,118.4642
99,118.5662
99,118.6682
99,118.7702
99,118.8722
99,118.9742
100,119.0762
100,119.1762
100,119.2762
99,119.3762
101,119.4782
101,119.5762
101,119.6742
101,119.7722
103,119.8703
103,119.9642
105,120.1052
105,120.1952
105,120.2852
105,120.4202
106,120.5102
106,120.5982
106,120.6862
106,120.8182
104,120.9062
104,120.9982
104,121.0902
104,121.1822
106,121.2742
106,121.3622
106,121.4942
107,121.5822
107,121.6682
107,121.7972
107,121.8832
107,121.9692
107,122.0552
106,122.1842
106,122.2722
106,122.3602
106,122.4482
106,122.5362
104,122.6242
102,122.7162
104,122.8121
104,122.9041
104,122.9961
104,123.0881
104,123.1801
104,123.3181
104,123.4101
104,123.5021
103,123.5941
103,123.6881
103,123.7821
104,123.8761
104,124.0141
104,124.1061
104,124.1981
104,124.2901
104,124.3821
104,124.4741
104,124.5661
103,124.704
103,124.798
103,124.892
104,124.986
104,125.124
104,125.216
104,125.308
104,125.446
105,125.538
105,125.628
105,125.718
105,125.808
105,125.898
105,125.988
105,126.078
106,126.168
106,126.256
106,126.344
106,126.432
106,126.52
106,126.608
105,126.696
106,126.831
107,126.919
108,127.005
108,127.131
108,127.215
109,127.299
109,127.381
109,127.504
110,127.586
110,127.666
110,127.786
110,127.866
112,127.946
112,128.022
113,128.1359
113,128.2099
113,128.284
113,128.395
113,128.469
113,128.543
113,128.617
112,128.691
112,128.767
112,128.843
112,128.9189
112,129.0329
112,129.1089
112,129.1849
110,129.2609
110,129.3409
108,129.4209
108,129.5049
109,129.6309
108,129.7129
109,129.7969
109,129.8789
108,129.9609
108,130.0449
108,130.129
108,130.213
108,130.297
108,130.381
108,130.465
110,130.549
109,130.669
110,130.751
110,130.831
110,130.951
111,131.031
109,131.109
109,131.232
109,131.314
109,131.396
109,131.478
110,131.601
110,131.681
110,131.7609
110,131.8409
110,131.9609
112,132.0409
110,132.1169
110,132.1969
110,132.2769
110,132.3568
110,132.4368
110,132.5168
110,132.5968
111,132.6768
111,132.7548
111,132.8718
111,132.9498
112,133.0278
112,133.1038
114,133.2178
114,133.2898
114,133.3618
114,133.4697
114,133.5417
114,133.6137
114,133.7217
115,133.7937
115,133.8637
116,133.9337
114,134.0357
114,134.1077
114,134.1797
115,134.2517
115,134.3217
115,134.3917
113,134.4617
114,134.5357
114,134.6077
114,134.6797
114,134.7517
114,134.8237
114,134.9317
112,135.0036
112,135.0796
112,135.1936
113,135.2696
113,135.3436
113,135.4176
114,135.4916
114,135.5636
114,135.6356
114,135.7076
114,135.7796
114,135.8516
114,135.9236
114,135.9956
114,136.1035
114,136.1755
114,136.2475
114,136.3555
114,136.4275
114,136.4995
114,136.5715
114,136.6435
114,136.6155
115,136.5874
115,136.4574
115,136.2274
115,135.9974
115,135.7674
115,135.5374
113,135.3074
113,135.0814
113,134.8554
113,134.6293
114,134.4033
114,134.1753
116,133.9473
116,133.7153
116,133.3674
115,133.1354
115,132.9053
115,132.5603
115,132.3303
115,133.3003
115,134.2703
116,135.8453
116,136.9333
117,138.0213
119,139.6503
119,140.7323
119,141.8143
119,142.8963
119,143.9783
119,145.0603
119,146.1423
120,147.2243
120,148.8443
121,149.9243
121,151.0023
121,152.0803
121,153.1583
122,154.2363
122,155.3123
122,156.9263
122,158.0023
122,159.0783
122,160.1543
122,161.2303
122,162.3062
122,163.3822
122,164.4582
122,166.0722
123,167.1482
123,168.2222
124,169.2962
126,170.3682
126,171.4362
127,172.5042
127,174.1032
129,175.1692
130,176.2312
130,177.2912
130,178.3512
131,179.4112
131,180.4692
131,181.5272
131,182.5853
131,183.6433
130,184.7013
130,185.7613
130,186.8213
129,187.8813
129,189.4743
129,190.5363
129,191.5983
129,193.1913
129,194.2533
129,195.3154
128,196.3774
128,197.9734
128,199.0374
128,200.1013
128,201.6973
128,202.7613
128,203.8253
128,204.8893
128,205.9533
130,207.0173
130,208.0773
130,209.1373
131,210.1973
131,211.2553
131,212.3133
131,213.3714
132,214.9584
132,216.0144
131,217.0704
131,218.6574
132,219.7154
133,220.7714
133,221.8254
133,223.4064
133,224.4604
133,225.5143
133,226.5683
133,227.6223
133,228.6763
133,229.7303
135,231.3113
135,232.3613
135,233.4112
136,234.4612
137,235.5092
137,236.5552
137,237.6012
137,238.6472
137,240.2162
137,241.2622
137,242.3082
137,243.3542
137,244.4001
137,245.4461
136,246.4921
137,247.5401
137,248.5861
137,249.6321
137,250.6781
138,252.2471
139,253.2911
139,254.3331
139,255.3751
140,256.4171
140,257.4571
140,258.497
141,259.537
141,260.575
141,261.6131
141,262.6511
141,263.6891
143,265.2462
143,266.2802
143,267.3141
142,268.8651
142,269.9012
142,270.9372
144,271.9732
145,273.5211
145,274.5512
145,275.5812
145,277.1263
145,278.1563
146,279.1863
148,280.2143
148,281.7503
148,282.7743
148,283.7983
148,285.3343
148,286.3582
150,287.3822
152,288.4023
152,289.9262
152,290.9422
152,291.9582
152,293.4822
152,294.4982
154,295.5142
154,296.5262
154,298.0443
154,299.0563
154,300.0683
154,301.0803
154,302.0923
154,303.1044
154,304.1164
155,305.1284
156,306.1384
156,307.1464
156,308.1544
156,309.6664
156,310.6744
156,311.6824
156,313.1944
156,314.2024
156,315.2104
158,316.2184
158,317.7244
159,318.7285
159,319.7305
159,320.7325
159,321.7345
159,322.7365
160,323.7385
160,324.7385
160,325.7385
160,326.7385
160,327.7385
160,329.2385
160,330.2385
160,331.2385
160,332.2385
160,333.2385
160,334.2385
161,335.2385
159,336.2365
160,337.7395
160,338.7395
160,339.7395
160,340.7395
162,341.7395
164,342.7355
164,343.7275
165,344.7195
164,345.7095
164,346.7015
164,347.6935
164,349.1815
164,350.1735
165,351.1655
165,352.1555
165,353.1455
165,354.1355
166,355.1255
165,356.1135
165,357.1035
164,358.0934
165,359.0854
166,360.0754
165,361.5574
165,362.5474
165,363.5374
165,365.0224
165,366.0124
165,367.0023
166,367.9923
167,369.4743
167,370.4603
167,371.4464
167,372.4324
167,373.4184
167,374.4044
167,375.3904
167,376.8695
168,377.8555
168,378.8395
170,379.8235
170,380.8035
170,381.7835
171,382.7635
172,383.7415
171,385.2055
171,386.1835
171,387.1616
171,388.6286
171,389.6066
171,390.5847
171,391.5627
171,393.0297
172,394.0078
174,394.9838
174,395.9557
174,396.9277
174,397.8997
175,398.8717
175,399.3567
175,400.8116
177,401.7816
177,402.7476
177,403.7136
178,404.6796
179,405.6436
179,406.6056
181,407.5676
181,408.5256
182,409.4836
182,410.4396
182,411.3956
182,412.3516
182,413.3076
182,414.2635
183,415.2195
182,416.1735
184,417.1295
184,418.5576
184,419.5096
184,420.4616
184,421.4136
184,422.3657
184,423.3177
184,424.2697
184,425.6978
184,426.6498
185,427.6018
185,428.5518
185,429.9768
186,430.9268
186,431.8748
187,432.8228
187,433.7688
187,434.7148
189,435.6608
189,436.6028
189,437.5448
189,438.4868
189,439.4289
189,440.8419
189,441.7839
189,442.7259
189,443.6679
190,445.081
190,446.021
190,446.961
191,448.371
191,449.309
191,450.2469
191,451.1849
192,452.1229
192,453.0589
192,453.9949
192,454.9308
194,456.3348
195,457.2668
195,458.1968
195,459.1268
195,460.0568
195,460.9868
196,461.9168
196,463.3087
196,464.2367
194,465.1647
195,466.0967
195,467.4917
195,468.4217
197,469.3517
197,470.7407
197,471.6667
197,472.5928
198,473.5188
198,474.9048
200,475.8288
200,476.7488
200,478.1288
202,479.0488
203,479.9648
203,480.8788
203,482.2498
203,483.1638
203,484.0778
203,485.4488
203,486.3628
203,487.2768
203,488.1908
203,489.5618
203,490.4758
203,491.3898
203,492.7608
203,493.6748
203,494.5888
203,495.5028
203,496.4168
204,497.3308
204,498.2428
204,499.1548
204,500.0668
205,500.9788
205,501.8887
206,502.7987
207,504.1607
207,505.0667
207,505.9727
207,507.3318
209,508.2378
209,509.1397
209,510.0417
209,511.3947
210,512.2967
211,513.1967
212,514.5436
214,515.4396
215,516.3316
216,517.2216
216,518.1096
217,518.9975
217,519.8835
218,520.7695
218,522.0955
218,522.9796
218,523.8636
218,524.7476
220,525.6317
219,526.5117
219,527.3936
219,528.7166
219,529.5985
219,530.4805
219,531.3624
219,532.6854
219,533.5673
220,534.4493
220,535.7693
221,536.6493
222,537.5273
224,538.4033
225,539.7112
227,540.5812
227,541.4472
228,542.7462
230,543.6102
230,544.4702
230,545.3301
230,546.6201
230,547.4801
230,548.3401
231,549.6301
232,550.4881
232,551.3441
232,552.2
232,553.056
232,553.9119
232,554.7679
232,555.6238
232,556.4798
232,557.3358
232,558.1917
232,559.0477
231,559.9036
231,560.7617
232,561.6197
232,562.4756
232,563.7596
232,564.6155
232,565.4715
234,566.3275
234,567.1795
236,568.0316
237,568.8796
237,570.1485
239,570.9944
239,571.8365
239,573.0995
240,573.9416
240,574.7816
241,575.6215
242,576.4595
242,577.2956
242,578.1317
242,578.9677
242,579.8038
242,580.6398
244,581.4759
244,582.3079
244,583.14
244,583.972
244,584.804
244,585.636
244,586.4681
244,587.3001
244,588.1321
244,588.9642
245,589.7962
245,590.6262
243,591.4561
243,592.7071
243,593.1241
243,594.3751
243,595.209
244,596.043
246,596.8751
247,597.7031
245,598.5291
246,599.3591
246,600.1871
248,601.0151
249,601.8391
249,602.6611
250,603.4831
250,604.303
250,605.123
251,605.9429
251,607.1699
252,607.9879
250,608.804
250,610.0339
250,610.8538
248,611.6738
249,612.4977
251,613.7308
251,614.5488
251,615.3668
251,616.5938
251,617.4117
252,618.2297
253,619.0458
253,620.2667
252,621.0807
253,621.8967
253,623.1177
254,623.9316
254,624.7437
254,625.5557
254,626.7737
254,627.5857
255,628.3977
255,629.6128
254,630.4229
255,631.2349
255,632.0449
255,632.855
255,633.665
256,634.4751
254,635.2831
254,636.0951
254,636.9071
255,637.7191
257,638.5292
257,639.3352
257,640.1412
257,640.9473
257,641.7533
258,642.5593
258,643.3633
258,644.1672
258,644.9712
258,645.7751
259,646.5791
261,647.3811
263,648.1791
263,649.37
263,650.1639
263,650.9579
262,651.7518
262,652.5479
262,653.3439
262,654.1399
262,655.3339
262,656.1299
262,656.926
263,657.722
263,658.5159
263,659.3099
263,660.1038
263,660.8978
265,661.6917
266,662.4818
266,663.2697
265,664.0577
265,664.8477
266,665.6378
266,666.4257
266,667.2137
266,668.3956
266,669.1836
266,669.9716
266,670.7595
264,671.5475
264,672.3395
266,673.1315
266,674.3134
267,675.1014
266,675.8874
267,676.6754
268,677.4614
269,678.2454
270,679.0274
271,680.1974
271,680.9754
273,681.7534
271,682.5274
271,683.3054
271,684.0833
271,684.8613
272,685.6392
272,686.8032
273,687.5792
273,688.3533
274,689.1273
274,689.8993
274,690.6713
275,691.4432
276,692.5983
277,693.3662
277,694.1322
277,694.8982
277,695.6642
277,696.4302
278,697.1962
280,697.9602
281,699.1002
281,699.8583
281,700.6163
282,701.7534
282,702.5094
282,703.2654
282,704.0214
282,705.1553
282,705.9113
283,706.6673
283,707.7983
283,708.5524
283,709.3064
282,710.0604
282,711.1944
282,711.9504
282,712.7064
284,713.8403
284,714.5923
284,715.3442
285,716.0962
285,717.2212
285,717.9712
285,718.7212
285,719.0962
286,720.2212
288,720.9692
288,722.0853
288,722.8293
289,723.5733
289,724.6862
289,725.4282
291,726.1701
291,726.9081
291,728.0152
291,728.7532
291,729.4913
291,730.2293
293,730.9673
294,731.7014
292,732.4334
292,733.1694
294,733.9053
292,734.6374
292,735.3734
292,736.1093
292,736.8453
293,737.5812
293,738.3152
293,739.0493
295,740.1503
295,740.8802
295,741.6102
295,742.3402
295,743.0702
295,743.8002
295,744.5302
296,745.6251
296,746.3531
296,747.0812
296,747.8092
297,748.9012
297,749.6272
298,750.3531
298,751.4391
300,752.1631
300,752.8831
