Iteration,Hordes,RatsPerHorde,TotalRats,FPS,PhysicsFPS
0,10,14301,143010,45.05,10.00
0,10,14351,143510,45.14,10.00
0,10,14401,144010,45.02,10.00
0,10,14451,144510,44.87,10.00
0,10,14501,145010,44.79,10.00
0,10,14551,145510,44.87,10.00
0,10,14601,146010,44.37,10.00
0,10,14651,146510,44.22,10.00
0,10,14701,147010,44.32,10.00
0,10,14751,147510,44.20,10.00
0,10,14801,148010,44.09,10.00
0,10,14851,148510,43.95,10.00
0,10,14901,149010,44.02,10.00
0,10,14951,149510,43.87,10.00
0,10,15001,150010,43.31,10.00
0,10,15051,150510,43.37,10.00
0,10,15101,151010,43.27,10.00
0,10,15151,151510,43.13,10.00
0,10,15201,152010,43.18,10.00
0,10,15251,152510,43.05,10.00
0,10,15301,153010,42.48,10.00
0,10,15351,153510,42.55,10.00
0,10,15401,154010,42.39,10.00
0,10,15451,154510,42.24,10.00
0,10,15501,155010,42.08,10.00
0,10,15551,155510,42.12,10.00
0,10,15601,156010,41.64,10.00
0,10,15651,156510,41.70,10.00
0,10,15701,157010,41.55,10.00
0,10,15751,157510,41.40,10.00
0,10,15801,158010,41.28,10.00
0,10,15851,158510,41.32,10.00
0,10,15901,159010,41.17,10.00
0,10,15951,159510,40.87,10.00
0,10,16001,160010,40.74,10.00
0,10,16051,160510,40.62,10.00
0,10,16101,161010,40.49,10.00
0,10,16151,161510,40.53,10.00
0,10,16201,162010,40.05,10.00
0,10,16251,162510,40.12,10.00
0,10,16301,163010,39.98,10.00
0,10,16351,163510,39.87,10.00
0,10,16401,164010,39.74,10.00
0,10,16451,164510,39.84,10.00
0,10,16501,165010,39.30,10.00
0,10,16551,165510,39.19,10.00
0,10,16601,166010,39.28,10.00
0,10,16651,166510,39.16,10.00
0,10,16701,167010,39.05,10.00
0,10,16751,167510,39.02,10.00
0,10,16801,168010,38.65,10.00
0,10,16851,168510,38.53,10.00
0,10,16901,169010,38.46,10.00
0,10,16951,169510,38.52,10.00
0,10,17001,170010,38.43,10.00
0,10,17051,170510,37.93,10.00
0,10,17101,171010,38.05,10.00
0,10,17151,171510,37.94,10.00
0,10,17201,172010,37.89,10.00
0,10,17251,172510,37.82,10.00
0,10,17301,173010,37.93,10.00
0,10,17351,173510,37.47,10.00
0,10,17401,174010,37.40,10.00
0,10,17451,174510,37.53,10.00
0,10,17501,175010,37.47,10.00
0,10,17551,175510,37.42,10.00
0,10,17601,176010,37.34,10.00
0,10,17651,176510,37.45,10.00
0,10,17701,177010,37.00,10.00
0,10,17751,177510,36.93,10.00
0,10,17801,178010,37.06,10.00
0,10,17851,178510,36.97,10.00
0,10,17901,179010,36.91,10.00
0,10,17951,179510,36.83,10.00
0,10,18001,180010,36.95,10.00
0,10,18051,180510,36.88,10.00
0,10,18101,181010,36.40,10.00
0,10,18151,181510,36.32,10.00
0,10,18201,182010,36.45,10.00
0,10,18251,182510,36.35,10.00
0,10,18301,183010,36.26,10.00
0,10,18351,183510,36.32,10.00
0,10,18401,184010,36.05,10.00
0,10,18451,184510,36.15,10.00
0,10,18501,185010,35.68,10.00
0,10,18551,185510,35.60,10.00
0,10,18601,186010,35.72,10.00
0,10,18651,186510,35.64,10.00
0,10,18701,187010,35.55,10.00
0,10,18751,187510,35.68,10.00
0,10,18801,188010,35.58,10.00
0,10,18851,188510,35.11,10.00
0,10,18901,189010,35.04,10.00
0,10,18951,189510,34.97,10.00
0,10,19001,190010,35.10,10.00
0,10,19051,190510,35.03,10.00
0,10,19101,191010,34.96,10.00
0,10,19151,191510,35.09,10.00
0,10,19201,192010,35.00,10.00
0,10,19251,192510,34.73,10.00
0,10,19301,193010,34.86,10.00
0,10,19351,193510,34.57,10.00
0,10,19401,194010,34.70,10.00
0,10,19451,194510,34.64,10.00
0,10,19501,195010,34.76,10.00
0,10,19551,195510,34.68,10.00
0,10,19601,196010,34.21,10.00
0,10,19651,196510,34.08,10.00
0,10,19701,197010,33.98,10.00
0,10,19751,197510,34.07,10.00
0,10,19801,198010,34.14,10.00
0,10,19851,198510,33.64,10.00
0,10,19901,199010,33.77,10.00
0,10,19951,199510,33.49,10.00
0,10,20001,200010,33.59,10.00
0,10,20051,200510,33.51,10.00
0,10,20101,201010,33.59,10.00
0,10,20151,201510,33.48,10.00
0,10,20201,202010,33.02,10.00
0,10,20251,202510,33.13,10.00
0,10,20301,203010,33.25,10.00
0,10,20351,203510,32.77,10.00
0,10,20401,204010,32.89,10.00
0,10,20451,204510,32.83,10.00
0,10,20501,205010,32.75,10.00
0,10,20551,205510,32.87,10.00
0,10,20601,206010,32.41,10.00
0,10,20651,206510,32.33,10.00
0,10,20701,207010,32.43,10.00
0,10,20751,207510,32.33,10.00
0,10,20801,208010,32.41,10.00
0,10,20851,208510,32.37,10.00
0,10,20901,209010,31.89,10.00
0,10,20951,209510,31.80,10.00
0,10,21001,210010,31.90,10.00
0,10,21051,210510,31.82,10.00
0,10,21101,211010,31.92,10.00
0,10,21151,211510,31.83,10.00
0,10,21201,212010,31.35,10.00
0,10,21251,212510,31.25,10.00
0,10,21301,213010,31.59,10.00
0,10,21351,213510,31.46,10.00
0,10,21401,214010,30.95,10.00
0,10,21451,214510,30.84,10.00
0,10,21501,215010,30.91,10.00
0,10,21551,215510,30.69,10.00
0,10,21601,216010,30.89,10.00
0,10,21651,216510,30.37,10.00
0,10,21701,217010,30.25,10.00
0,10,21751,217510,30.58,10.00
0,10,21801,218010,30.43,10.00
0,10,21851,218510,30.26,10.00
0,10,21901,219010,30.03,10.00
0,10,21951,219510,29.74,10.00
0,10,22001,220010,29.49,10.00
0,10,22051,220510,29.39,10.00
0,10,22101,221010,29.17,10.00
0,10,22151,221510,28.94,10.00
0,10,22201,222010,29.09,10.00
0,10,22251,222510,28.64,10.00
0,10,22301,223010,28.74,10.00
0,10,22351,223510,28.52,10.00
0,10,22401,224010,28.25,10.00
0,10,22451,224510,28.18,10.00
0,10,22501,225010,27.63,10.00
0,10,22551,225510,27.91,10.00
0,10,22601,226010,27.67,10.00
0,10,22651,226510,27.41,10.00
0,10,22701,227010,27.34,10.00
0,10,22751,227510,27.07,10.00
0,10,22801,228010,26.70,10.00
0,10,22851,228510,26.40,10.00
0,10,22901,229010,26.14,10.00
0,10,22951,229510,26.46,10.00
0,10,23001,230010,26.17,10.00
0,10,23051,230510,25.89,10.00
0,10,23101,231010,25.51,10.00
0,10,23151,231510,25.25,10.00
0,10,23201,232010,25.16,10.00
0,10,23251,232510,24.93,10.00
0,10,23301,233010,24.68,10.00
0,10,23351,233510,24.95,10.00
0,10,23401,234010,24.74,10.00
0,10,23451,234510,24.48,10.00
0,10,23501,235010,24.17,10.00
0,10,23551,235510,23.93,10.00
0,10,23601,236010,23.66,10.00
0,10,23651,236510,23.93,10.00
0,10,23701,237010,23.34,10.00
0,10,23751,237510,23.65,10.00
0,10,23801,238010,23.41,10.00
0,10,23851,238510,23.15,10.00
0,10,23901,239010,22.91,10.00
0,10,23951,239510,22.85,10.00
0,10,24001,240010,22.80,10.00
0,10,24051,240510,22.40,10.00
0,10,24101,241010,22.15,10.00
0,10,24151,241510,22.46,10.00
0,10,24201,242010,22.24,10.00
0,10,24251,242510,21.98,10.00
0,10,24301,243010,21.93,10.00
0,10,24351,243510,21.70,10.00
0,10,24401,244010,21.51,10.00
0,10,24451,244510,21.29,10.00
0,10,24501,245010,21.43,10.00
